"sreg","ac_full_type","msn","body_type","type_of_big_part","ori_position","created_on","start_period","end_period","flight_cycle","flight_hour"
PK-GRK,Bombardier-CRJ-1000,"19033",NB,ENGINE,Pos 2,2020-02-28 23:23:09,2020-01-01 00:00:00,2020-01-31 00:00:00,62,"073:39:00"
PK-GRK,Bombardier-CRJ-1000,"19033",NB,LG,,2020-02-28 23:23:09,2020-01-01 00:00:00,2020-01-31 00:00:00,66,"071:59:00"
PK-GRL,Bombardier-CRJ-1000,"19034",NB,AIRFRAME,,2020-02-28 23:35:17,2020-01-01 00:00:00,2020-01-31 00:00:00,0,"000:00:00"
PK-GRL,Bombardier-CRJ-1000,"19034",NB,APU,,2020-02-28 23:35:17,2020-01-01 00:00:00,2020-01-31 00:00:00,129,"116:00:00"
PK-GRL,Bombardier-CRJ-1000,"19034",NB,ENGINE,Pos 1,2020-02-28 23:35:17,2020-01-01 00:00:00,2020-01-31 00:00:00,66,"071:59:00"
PK-GRL,Bombardier-CRJ-1000,"19034",NB,ENGINE,Pos 2,2020-02-28 23:35:17,2020-01-01 00:00:00,2020-01-31 00:00:00,174,"167:23:00"
PK-GRL,Bombardier-CRJ-1000,"19034",NB,LG,,2020-02-28 23:35:17,2020-01-01 00:00:00,2020-01-31 00:00:00,0,"000:00:00"
PK-GRO,Bombardier-CRJ-1000,"19038",NB,AIRFRAME,,2020-02-28 23:43:18,2020-01-01 00:00:00,2020-01-31 00:00:00,67,"099:17:00"
PK-GRO,Bombardier-CRJ-1000,"19038",NB,ENGINE,Pos 1,2020-02-28 23:43:18,2020-01-01 00:00:00,2020-01-31 00:00:00,0,"000:00:00"
PK-GRO,Bombardier-CRJ-1000,"19038",NB,ENGINE,Pos 2,2020-02-28 23:43:18,2020-01-01 00:00:00,2020-01-31 00:00:00,67,"099:17:00"
PK-GRO,Bombardier-CRJ-1000,"19038",NB,LG,,2020-02-28 23:43:18,2020-01-01 00:00:00,2020-01-31 00:00:00,67,"099:17:00"
PK-GRP,Bombardier-CRJ-1000,"19039",NB,AIRFRAME,,2020-02-28 23:59:44,2020-01-01 00:00:00,2020-01-31 00:00:00,154,"188:47:00"
PK-GRP,Bombardier-CRJ-1000,"19039",NB,APU,,2020-02-28 23:59:44,2020-01-01 00:00:00,2020-01-31 00:00:00,203,"182:00:00"
PK-GRP,Bombardier-CRJ-1000,"19039",NB,ENGINE,Pos 1,2020-02-28 23:59:44,2020-01-01 00:00:00,2020-01-31 00:00:00,119,"110:08:00"
PK-GRP,Bombardier-CRJ-1000,"19039",NB,ENGINE,Pos 2,2020-02-28 23:59:44,2020-01-01 00:00:00,2020-01-31 00:00:00,154,"188:47:00"
PK-GRP,Bombardier-CRJ-1000,"19039",NB,LG,,2020-02-28 23:59:44,2020-01-01 00:00:00,2020-01-31 00:00:00,154,"188:47:00"
PK-GRR,Bombardier-CRJ-1000,"19042",NB,AIRFRAME,,2020-02-29 00:10:45,2020-01-01 00:00:00,2020-01-31 00:00:00,84,"113:29:00"
PK-GRR,Bombardier-CRJ-1000,"19042",NB,APU,,2020-02-29 00:10:45,2020-01-01 00:00:00,2020-01-31 00:00:00,162,"170:00:00"
PK-GRR,Bombardier-CRJ-1000,"19042",NB,ENGINE,Pos 1,2020-02-29 00:10:45,2020-01-01 00:00:00,2020-01-31 00:00:00,84,"113:29:00"
PK-GRR,Bombardier-CRJ-1000,"19042",NB,ENGINE,Pos 2,2020-02-29 00:10:45,2020-01-01 00:00:00,2020-01-31 00:00:00,84,"113:29:00"
PK-GRR,Bombardier-CRJ-1000,"19042",NB,LG,,2020-02-29 00:10:45,2020-01-01 00:00:00,2020-01-31 00:00:00,84,"113:29:00"
PK-GRS,Bombardier-CRJ-1000,"19043",NB,AIRFRAME,,2020-02-29 00:21:44,2020-01-01 00:00:00,2020-01-31 00:00:00,103,"103:19:00"
PK-GRS,Bombardier-CRJ-1000,"19043",NB,APU,,2020-02-29 00:21:44,2020-01-01 00:00:00,2020-01-31 00:00:00,138,"122:00:00"
PK-GRS,Bombardier-CRJ-1000,"19043",NB,ENGINE,Pos 1,2020-02-29 00:21:44,2020-01-01 00:00:00,2020-01-31 00:00:00,103,"103:19:00"
PK-GRS,Bombardier-CRJ-1000,"19043",NB,ENGINE,Pos 2,2020-02-29 00:21:44,2020-01-01 00:00:00,2020-01-31 00:00:00,103,"103:19:00"
PK-GRS,Bombardier-CRJ-1000,"19043",NB,LG,,2020-02-29 00:21:44,2020-01-01 00:00:00,2020-01-31 00:00:00,103,"103:19:00"
PK-GRH,Bombardier-CRJ-1000,"19030",NB,AIRFRAME,,2020-03-02 15:41:24,2020-01-01 00:00:00,2020-01-31 00:00:00,62,"073:39:00"
PK-GRH,Bombardier-CRJ-1000,"19030",NB,APU,,2020-03-02 15:41:24,2020-01-01 00:00:00,2020-01-31 00:00:00,117,"108:00:00"
PK-GRH,Bombardier-CRJ-1000,"19030",NB,ENGINE,Pos 1,2020-03-02 15:41:24,2020-01-01 00:00:00,2020-01-31 00:00:00,62,"073:39:00"
PK-GRH,Bombardier-CRJ-1000,"19030",NB,ENGINE,Pos 2,2020-03-02 15:41:24,2020-01-01 00:00:00,2020-01-31 00:00:00,0,"000:00:00"
PK-GRH,Bombardier-CRJ-1000,"19030",NB,LG,,2020-03-02 15:41:24,2020-01-01 00:00:00,2020-01-31 00:00:00,62,"073:39:00"
PK-GAC,ATR72-600,"1132",NB,AIRFRAME,,2020-03-05 15:33:10,2020-02-01 00:00:00,2020-02-29 00:00:00,0,"000:00:00"
PK-GAC,ATR72-600,"1132",NB,ENGINE,Pos 2,2020-03-05 15:33:10,2020-02-01 00:00:00,2020-02-29 00:00:00,38,"021:46:00"
PK-GAC,ATR72-600,"1132",NB,ENGINE,Pos 1,2020-03-05 15:33:10,2020-02-01 00:00:00,2020-02-29 00:00:00,0,"000:00:00"
PK-GAC,ATR72-600,"1132",NB,LG,,2020-03-05 15:33:10,2020-02-01 00:00:00,2020-02-29 00:00:00,0,"000:00:00"
PK-GAC,ATR72-600,"1132",NB,PROPELLER,,2020-03-05 15:33:10,2020-02-01 00:00:00,2020-02-29 00:00:00,0,"000:00:00"
PK-GRF,Bombardier-CRJ-1000,"19028",NB,AIRFRAME,,2020-03-05 15:43:24,2020-02-01 00:00:00,2020-02-29 00:00:00,131,"139:19:00"
PK-GRF,Bombardier-CRJ-1000,"19028",NB,APU,,2020-03-05 15:43:24,2020-02-01 00:00:00,2020-02-29 00:00:00,242,"204:00:00"
PK-GRF,Bombardier-CRJ-1000,"19028",NB,ENGINE,Pos 1,2020-03-05 15:43:24,2020-02-01 00:00:00,2020-02-29 00:00:00,131,"139:19:00"
PK-GRF,Bombardier-CRJ-1000,"19028",NB,ENGINE,Pos 2,2020-03-05 15:43:24,2020-02-01 00:00:00,2020-02-29 00:00:00,0,"000:00:00"
PK-GRF,Bombardier-CRJ-1000,"19028",NB,LG,,2020-03-05 15:43:24,2020-02-01 00:00:00,2020-02-29 00:00:00,131,"139:19:00"
PK-GRG,Bombardier-CRJ-1000,"19029",NB,AIRFRAME,,2020-03-05 16:00:40,2020-02-01 00:00:00,2020-02-29 00:00:00,65,"084:15:00"
PK-GRG,Bombardier-CRJ-1000,"19029",NB,APU,,2020-03-05 16:00:40,2020-02-01 00:00:00,2020-02-29 00:00:00,146,"154:00:00"
PK-GRG,Bombardier-CRJ-1000,"19029",NB,ENGINE,Pos 1,2020-03-05 16:00:40,2020-02-01 00:00:00,2020-02-29 00:00:00,0,"000:00:00"
PK-GRG,Bombardier-CRJ-1000,"19029",NB,ENGINE,Pos 2,2020-03-05 16:00:40,2020-02-01 00:00:00,2020-02-29 00:00:00,68,"054:08:00"
PK-GRG,Bombardier-CRJ-1000,"19029",NB,LG,,2020-03-05 16:00:40,2020-02-01 00:00:00,2020-02-29 00:00:00,65,"084:15:00"
PK-GRH,Bombardier-CRJ-1000,"19030",NB,AIRFRAME,,2020-03-05 20:41:26,2020-02-01 00:00:00,2020-02-29 00:00:00,62,"087:26:00"
PK-GRH,Bombardier-CRJ-1000,"19030",NB,APU,,2020-03-05 20:41:26,2020-02-01 00:00:00,2020-02-29 00:00:00,99,"108:00:00"
PK-GRH,Bombardier-CRJ-1000,"19030",NB,ENGINE,Pos 1,2020-03-05 20:41:26,2020-02-01 00:00:00,2020-02-29 00:00:00,62,"087:26:00"
PK-GRH,Bombardier-CRJ-1000,"19030",NB,ENGINE,Pos 2,2020-03-05 20:41:26,2020-02-01 00:00:00,2020-02-29 00:00:00,6,"005:54:00"
PK-GRH,Bombardier-CRJ-1000,"19030",NB,LG,,2020-03-05 20:41:26,2020-02-01 00:00:00,2020-02-29 00:00:00,62,"087:26:00"
PK-GRI,Bombardier-CRJ-1000,"19031",NB,LH-LG,,2020-03-05 20:50:51,2020-02-01 00:00:00,2020-02-29 00:00:00,68,"054:08:00"
PK-GRI,Bombardier-CRJ-1000,"19031",NB,AIRFRAME,,2020-03-05 20:50:51,2020-02-01 00:00:00,2020-02-29 00:00:00,68,"054:08:00"
PK-GRI,Bombardier-CRJ-1000,"19031",NB,APU,,2020-03-05 20:50:51,2020-02-01 00:00:00,2020-02-29 00:00:00,73,"065:00:00"
PK-GRI,Bombardier-CRJ-1000,"19031",NB,ENGINE,Pos 1,2020-03-05 20:50:51,2020-02-01 00:00:00,2020-02-29 00:00:00,65,"089:07:00"
PK-GRI,Bombardier-CRJ-1000,"19031",NB,ENGINE,Pos 2,2020-03-05 20:50:51,2020-02-01 00:00:00,2020-02-29 00:00:00,6,"005:54:00"
PK-GRI,Bombardier-CRJ-1000,"19031",NB,LG,,2020-03-05 20:50:51,2020-02-01 00:00:00,2020-02-29 00:00:00,0,"000:00:00"
PK-GRJ,Bombardier-CRJ-1000,"19032",NB,AIRFRAME,,2020-03-05 20:58:48,2020-02-01 00:00:00,2020-02-29 00:00:00,65,"089:07:00"
PK-GRJ,Bombardier-CRJ-1000,"19032",NB,APU,,2020-03-05 20:58:48,2020-02-01 00:00:00,2020-02-29 00:00:00,152,"156:00:00"
PK-GRJ,Bombardier-CRJ-1000,"19032",NB,ENGINE,Pos 1,2020-03-05 20:58:48,2020-02-01 00:00:00,2020-02-29 00:00:00,65,"084:15:00"
PK-GRJ,Bombardier-CRJ-1000,"19032",NB,ENGINE,Pos 2,2020-03-05 20:58:48,2020-02-01 00:00:00,2020-02-29 00:00:00,65,"089:07:00"
PK-GRJ,Bombardier-CRJ-1000,"19032",NB,LG,,2020-03-05 20:58:48,2020-02-01 00:00:00,2020-02-29 00:00:00,65,"089:07:00"
PK-GRK,Bombardier-CRJ-1000,"19033",NB,AIRFRAME,,2020-03-05 21:09:16,2020-02-01 00:00:00,2020-02-29 00:00:00,44,"041:42:00"
PK-GRK,Bombardier-CRJ-1000,"19033",NB,APU,,2020-03-05 21:09:16,2020-02-01 00:00:00,2020-02-29 00:00:00,60,"057:00:00"
PK-GRK,Bombardier-CRJ-1000,"19033",NB,ENGINE,Pos 1,2020-03-05 21:09:16,2020-02-01 00:00:00,2020-02-29 00:00:00,65,"084:15:00"
PK-GRK,Bombardier-CRJ-1000,"19033",NB,ENGINE,Pos 2,2020-03-05 21:09:16,2020-02-01 00:00:00,2020-02-29 00:00:00,62,"087:26:00"
PK-GRK,Bombardier-CRJ-1000,"19033",NB,LG,,2020-03-05 21:09:16,2020-02-01 00:00:00,2020-02-29 00:00:00,44,"041:42:00"
PK-GRL,Bombardier-CRJ-1000,"19034",NB,AIRFRAME,,2020-03-05 21:25:17,2020-02-01 00:00:00,2020-02-29 00:00:00,6,"005:54:00"
PK-GRL,Bombardier-CRJ-1000,"19034",NB,APU,,2020-03-05 21:25:17,2020-02-01 00:00:00,2020-02-29 00:00:00,153,"164:00:00"
PK-GRL,Bombardier-CRJ-1000,"19034",NB,ENGINE,Pos 1,2020-03-05 21:25:17,2020-02-01 00:00:00,2020-02-29 00:00:00,44,"041:42:00"
PK-GRL,Bombardier-CRJ-1000,"19034",NB,ENGINE,Pos 2,2020-03-05 21:25:17,2020-02-01 00:00:00,2020-02-29 00:00:00,131,"139:19:00"
PK-GRL,Bombardier-CRJ-1000,"19034",NB,LG,,2020-03-05 21:25:17,2020-02-01 00:00:00,2020-02-29 00:00:00,6,"005:54:00"
PK-GRO,Bombardier-CRJ-1000,"19038",NB,AIRFRAME,,2020-03-05 21:31:37,2020-02-01 00:00:00,2020-02-29 00:00:00,0,"000:00:00"
PK-GRO,Bombardier-CRJ-1000,"19038",NB,APU,,2020-03-05 21:31:37,2020-02-01 00:00:00,2020-02-29 00:00:00,0,"000:00:00"
PK-GRO,Bombardier-CRJ-1000,"19038",NB,ENGINE,Pos 1,2020-03-05 21:31:37,2020-02-01 00:00:00,2020-02-29 00:00:00,0,"000:00:00"
PK-GRO,Bombardier-CRJ-1000,"19038",NB,ENGINE,Pos 2,2020-03-05 21:31:37,2020-02-01 00:00:00,2020-02-29 00:00:00,0,"000:00:00"
PK-GRO,Bombardier-CRJ-1000,"19038",NB,LG,,2020-03-05 21:31:37,2020-02-01 00:00:00,2020-02-29 00:00:00,0,"000:00:00"
PK-GRP,Bombardier-CRJ-1000,"19039",NB,AIRFRAME,,2020-03-05 21:45:04,2020-02-01 00:00:00,2020-02-29 00:00:00,138,"131:17:00"
PK-GRP,Bombardier-CRJ-1000,"19039",NB,APU,,2020-03-05 21:45:04,2020-02-01 00:00:00,2020-02-29 00:00:00,217,"196:00:00"
PK-GRP,Bombardier-CRJ-1000,"19039",NB,ENGINE,Pos 1,2020-03-05 21:45:04,2020-02-01 00:00:00,2020-02-29 00:00:00,68,"054:08:00"
PK-GRP,Bombardier-CRJ-1000,"19039",NB,ENGINE,Pos 2,2020-03-05 21:45:04,2020-02-01 00:00:00,2020-02-29 00:00:00,138,"131:17:00"
PK-GRP,Bombardier-CRJ-1000,"19039",NB,LG,,2020-03-05 21:45:04,2020-02-01 00:00:00,2020-02-29 00:00:00,138,"131:17:00"
PK-GRR,Bombardier-CRJ-1000,"19042",NB,AIRFRAME,,2020-03-05 22:05:47,2020-02-01 00:00:00,2020-02-29 00:00:00,2,"003:32:00"
PK-GRR,Bombardier-CRJ-1000,"19042",NB,APU,,2020-03-05 22:05:47,2020-02-01 00:00:00,2020-02-29 00:00:00,19,"026:00:00"
PK-GRR,Bombardier-CRJ-1000,"19042",NB,ENGINE,Pos 1,2020-03-05 22:05:47,2020-02-01 00:00:00,2020-02-29 00:00:00,2,"003:32:00"
PK-GRR,Bombardier-CRJ-1000,"19042",NB,ENGINE,Pos 2,2020-03-05 22:05:47,2020-02-01 00:00:00,2020-02-29 00:00:00,2,"003:32:00"
PK-GRR,Bombardier-CRJ-1000,"19042",NB,LG,,2020-03-05 22:05:47,2020-02-01 00:00:00,2020-02-29 00:00:00,2,"003:32:00"
PK-GRS,Bombardier-CRJ-1000,"19043",NB,AIRFRAME,,2020-03-05 22:11:41,2020-02-01 00:00:00,2020-02-29 00:00:00,104,"084:59:00"
PK-GRS,Bombardier-CRJ-1000,"19043",NB,APU,,2020-03-05 22:11:41,2020-02-01 00:00:00,2020-02-29 00:00:00,140,"136:00:00"
PK-GRS,Bombardier-CRJ-1000,"19043",NB,ENGINE,Pos 1,2020-03-05 22:11:41,2020-02-01 00:00:00,2020-02-29 00:00:00,104,"084:59:00"
PK-GRS,Bombardier-CRJ-1000,"19043",NB,ENGINE,Pos 2,2020-03-05 22:11:41,2020-02-01 00:00:00,2020-02-29 00:00:00,104,"084:59:00"
PK-GRS,Bombardier-CRJ-1000,"19043",NB,LG,,2020-03-05 22:11:41,2020-02-01 00:00:00,2020-02-29 00:00:00,104,"084:59:00"
PK-GRT,Bombardier-CRJ-1000,"19044",NB,AIRFRAME,,2020-03-05 22:24:51,2020-01-01 00:00:00,2020-01-31 00:00:00,94,"089:17:00"
PK-GRT,Bombardier-CRJ-1000,"19044",NB,APU,,2020-03-05 22:24:51,2020-01-01 00:00:00,2020-01-31 00:00:00,0,"000:00:00"
PK-GRT,Bombardier-CRJ-1000,"19044",NB,ENGINE,Pos 1,2020-03-05 22:24:51,2020-01-01 00:00:00,2020-01-31 00:00:00,94,"089:17:00"
PK-GRT,Bombardier-CRJ-1000,"19044",NB,ENGINE,Pos 2,2020-03-05 22:24:51,2020-01-01 00:00:00,2020-01-31 00:00:00,94,"089:17:00"
PK-GRT,Bombardier-CRJ-1000,"19044",NB,LG,,2020-03-05 22:24:51,2020-01-01 00:00:00,2020-01-31 00:00:00,94,"089:17:00"
PK-GRT,Bombardier-CRJ-1000,"19044",NB,AIRFRAME,,2020-03-05 22:29:41,2020-02-01 00:00:00,2020-02-29 00:00:00,38,"032:37:00"
PK-GRT,Bombardier-CRJ-1000,"19044",NB,APU,,2020-03-05 22:29:41,2020-02-01 00:00:00,2020-02-29 00:00:00,0,"000:00:00"
PK-GRT,Bombardier-CRJ-1000,"19044",NB,ENGINE,Pos 1,2020-03-05 22:29:41,2020-02-01 00:00:00,2020-02-29 00:00:00,38,"032:37:00"
PK-GRT,Bombardier-CRJ-1000,"19044",NB,ENGINE,Pos 2,2020-03-05 22:29:41,2020-02-01 00:00:00,2020-02-29 00:00:00,38,"032:37:00"
PK-GRT,Bombardier-CRJ-1000,"19044",NB,LG,,2020-03-05 22:29:41,2020-02-01 00:00:00,2020-02-29 00:00:00,38,"032:37:00"
PK-GAD,ATR72-600,"1140",NB,AIRFRAME,,2020-03-05 22:44:50,2020-02-01 00:00:00,2020-02-29 00:00:00,38,"021:46:00"
PK-GAD,ATR72-600,"1140",NB,ENGINE,Pos 1,2020-03-05 22:44:50,2020-02-01 00:00:00,2020-02-29 00:00:00,38,"021:46:00"
PK-GAD,ATR72-600,"1140",NB,ENGINE,Pos 2,2020-03-05 22:44:50,2020-02-01 00:00:00,2020-02-29 00:00:00,50,"082:12:00"
PK-GAD,ATR72-600,"1140",NB,LG,,2020-03-05 22:44:50,2020-02-01 00:00:00,2020-02-29 00:00:00,38,"021:46:00"
PK-GAD,ATR72-600,"1140",NB,PROPELLER,,2020-03-05 22:44:50,2020-02-01 00:00:00,2020-02-29 00:00:00,38,"021:46:00"
PK-GAE,ATR72-600,"1149",NB,AIRFRAME,,2020-03-06 08:20:42,2020-02-01 00:00:00,2020-02-29 00:00:00,0,"000:00:00"
PK-GAE,ATR72-600,"1149",NB,ENGINE,Pos 1,2020-03-06 08:20:42,2020-02-01 00:00:00,2020-02-29 00:00:00,0,"000:00:00"
PK-GAE,ATR72-600,"1149",NB,ENGINE,Pos 2,2020-03-06 08:20:42,2020-02-01 00:00:00,2020-02-29 00:00:00,0,"000:00:00"
PK-GAE,ATR72-600,"1149",NB,N-LG,,2020-03-06 08:20:42,2020-02-01 00:00:00,2020-02-29 00:00:00,2,"000:54:00"
PK-GAE,ATR72-600,"1149",NB,RH-LG,,2020-03-06 08:20:42,2020-02-01 00:00:00,2020-02-29 00:00:00,0,"000:00:00"
PK-GAE,ATR72-600,"1149",NB,PROPELLER,,2020-03-06 08:20:42,2020-02-01 00:00:00,2020-02-29 00:00:00,0,"000:00:00"
PK-GAF,ATR72-600,"1152",NB,AIRFRAME,,2020-03-06 08:28:01,2020-02-01 00:00:00,2020-02-29 00:00:00,0,"000:00:00"
PK-GAF,ATR72-600,"1152",NB,ENGINE,Pos 1,2020-03-06 08:28:01,2020-02-01 00:00:00,2020-02-29 00:00:00,0,"000:00:00"
PK-GAF,ATR72-600,"1152",NB,ENGINE,Pos 2,2020-03-06 08:28:01,2020-02-01 00:00:00,2020-02-29 00:00:00,0,"000:00:00"
PK-GAF,ATR72-600,"1152",NB,LG,,2020-03-06 08:28:01,2020-02-01 00:00:00,2020-02-29 00:00:00,0,"000:00:00"
PK-GAF,ATR72-600,"1152",NB,PROPELLER,,2020-03-06 08:28:01,2020-02-01 00:00:00,2020-02-29 00:00:00,0,"000:00:00"
PK-GAH,ATR72-600,"1181",NB,AIRFRAME,,2020-03-06 08:38:46,2020-02-01 00:00:00,2020-02-29 00:00:00,50,"082:12:00"
PK-GAH,ATR72-600,"1181",NB,ENGINE,Pos 1,2020-03-06 08:38:46,2020-02-01 00:00:00,2020-02-29 00:00:00,50,"082:12:00"
PK-GAH,ATR72-600,"1181",NB,ENGINE,Pos 2,2020-03-06 08:38:46,2020-02-01 00:00:00,2020-02-29 00:00:00,0,"000:00:00"
PK-GAH,ATR72-600,"1181",NB,LG,,2020-03-06 08:38:46,2020-02-01 00:00:00,2020-02-29 00:00:00,50,"082:12:00"
PK-GAH,ATR72-600,"1181",NB,PROPELLER,,2020-03-06 08:38:46,2020-02-01 00:00:00,2020-02-29 00:00:00,50,"082:12:00"
PK-GAI,ATR72-600,"1191",NB,AIRFRAME,,2020-03-06 08:43:40,2020-02-01 00:00:00,2020-02-29 00:00:00,14,"009:10:00"
PK-GAI,ATR72-600,"1191",NB,ENGINE,Pos 1,2020-03-06 08:43:40,2020-02-01 00:00:00,2020-02-29 00:00:00,0,"000:00:00"
PK-GAI,ATR72-600,"1191",NB,ENGINE,Pos 2,2020-03-06 08:43:40,2020-02-01 00:00:00,2020-02-29 00:00:00,0,"000:00:00"
PK-GAI,ATR72-600,"1191",NB,LG,,2020-03-06 08:43:40,2020-02-01 00:00:00,2020-02-29 00:00:00,14,"009:10:00"
PK-GAI,ATR72-600,"1191",NB,PROPELLER,,2020-03-06 08:43:40,2020-02-01 00:00:00,2020-02-29 00:00:00,14,"009:10:00"
PK-GAJ,ATR72-600,"1243",NB,AIRFRAME,,2020-03-06 08:58:47,2020-02-01 00:00:00,2020-02-29 00:00:00,0,"000:00:00"
PK-GAJ,ATR72-600,"1243",NB,ENGINE,Pos 1,2020-03-06 08:58:47,2020-02-01 00:00:00,2020-02-29 00:00:00,14,"009:10:00"
PK-GAJ,ATR72-600,"1243",NB,ENGINE,Pos 2,2020-03-06 08:58:47,2020-02-01 00:00:00,2020-02-29 00:00:00,0,"000:00:00"
PK-GAJ,ATR72-600,"1243",NB,LG,,2020-03-06 08:58:47,2020-02-01 00:00:00,2020-02-29 00:00:00,0,"000:00:00"
PK-GAJ,ATR72-600,"1243",NB,PROPELLER,,2020-03-06 08:58:47,2020-02-01 00:00:00,2020-02-29 00:00:00,0,"000:00:00"
PK-GAK,ATR72-600,"1249",NB,AIRFRAME,,2020-03-06 09:06:32,2020-02-01 00:00:00,2020-02-29 00:00:00,40,"023:23:00"
PK-GAK,ATR72-600,"1249",NB,ENGINE,Pos 1,2020-03-06 09:06:32,2020-02-01 00:00:00,2020-02-29 00:00:00,40,"023:23:00"
PK-GAK,ATR72-600,"1249",NB,ENGINE,Pos 2,2020-03-06 09:06:32,2020-02-01 00:00:00,2020-02-29 00:00:00,40,"023:23:00"
PK-GAK,ATR72-600,"1249",NB,LG,,2020-03-06 09:06:32,2020-02-01 00:00:00,2020-02-29 00:00:00,40,"023:23:00"
PK-GAK,ATR72-600,"1249",NB,PROPELLER,,2020-03-06 09:06:32,2020-02-01 00:00:00,2020-02-29 00:00:00,40,"023:23:00"
PK-GAL,ATR72-600,"1254",NB,AIRFRAME,,2020-03-06 09:18:55,2020-02-01 00:00:00,2020-02-29 00:00:00,102,"095:16:00"
PK-GAL,ATR72-600,"1254",NB,ENGINE,Pos 1,2020-03-06 09:18:55,2020-02-01 00:00:00,2020-02-29 00:00:00,102,"095:16:00"
PK-GAL,ATR72-600,"1254",NB,ENGINE,Pos 2,2020-03-06 09:18:55,2020-02-01 00:00:00,2020-02-29 00:00:00,102,"095:16:00"
PK-GAL,ATR72-600,"1254",NB,LG,,2020-03-06 09:18:55,2020-02-01 00:00:00,2020-02-29 00:00:00,102,"095:16:00"
PK-GAL,ATR72-600,"1254",NB,PROPELLER,,2020-03-06 09:18:55,2020-02-01 00:00:00,2020-02-29 00:00:00,102,"095:16:00"
PK-GAM,ATR72-600,"1242",NB,AIRFRAME,,2020-03-06 09:46:49,2020-02-01 00:00:00,2020-02-29 00:00:00,2,"000:54:00"
PK-GAM,ATR72-600,"1242",NB,ENGINE,Pos 1,2020-03-06 09:46:49,2020-02-01 00:00:00,2020-02-29 00:00:00,2,"000:54:00"
PK-GAM,ATR72-600,"1242",NB,ENGINE,Pos 2,2020-03-06 09:46:49,2020-02-01 00:00:00,2020-02-29 00:00:00,2,"000:54:00"
PK-GAM,ATR72-600,"1242",NB,LG,,2020-03-06 09:46:49,2020-02-01 00:00:00,2020-02-29 00:00:00,0,"000:00:00"
PK-GAM,ATR72-600,"1242",NB,PROPELLER,,2020-03-06 09:46:49,2020-02-01 00:00:00,2020-02-29 00:00:00,2,"000:54:00"
PK-GAM,ATR72-600,"1242",NB,LH-LG,,2020-03-06 09:46:49,2020-02-01 00:00:00,2020-02-29 00:00:00,2,"000:54:00"
PK-GAN,ATR72-600,"1321",NB,AIRFRAME,,2020-03-06 09:49:25,2020-02-01 00:00:00,2020-02-29 00:00:00,0,"000:00:00"
PK-GAN,ATR72-600,"1321",NB,ENGINE,Pos 1,2020-03-06 09:49:25,2020-02-01 00:00:00,2020-02-29 00:00:00,0,"000:00:00"
PK-GAN,ATR72-600,"1321",NB,ENGINE,Pos 2,2020-03-06 09:49:25,2020-02-01 00:00:00,2020-02-29 00:00:00,0,"000:00:00"
PK-GAN,ATR72-600,"1321",NB,LG,,2020-03-06 09:49:25,2020-02-01 00:00:00,2020-02-29 00:00:00,0,"000:00:00"
PK-GAN,ATR72-600,"1321",NB,PROPELLER,,2020-03-06 09:49:25,2020-02-01 00:00:00,2020-02-29 00:00:00,0,"000:00:00"
PK-GAO,ATR72-600,"1329",NB,AIRFRAME,,2020-03-06 09:53:47,2020-02-01 00:00:00,2020-02-29 00:00:00,40,"053:00:00"
PK-GAO,ATR72-600,"1329",NB,ENGINE,Pos 1,2020-03-06 09:53:47,2020-02-01 00:00:00,2020-02-29 00:00:00,40,"053:00:00"
PK-GAO,ATR72-600,"1329",NB,ENGINE,Pos 2,2020-03-06 09:53:47,2020-02-01 00:00:00,2020-02-29 00:00:00,40,"053:00:00"
PK-GAO,ATR72-600,"1329",NB,LG,,2020-03-06 09:53:47,2020-02-01 00:00:00,2020-02-29 00:00:00,40,"053:00:00"
PK-GAO,ATR72-600,"1329",NB,PROPELLER,,2020-03-06 09:53:47,2020-02-01 00:00:00,2020-02-29 00:00:00,40,"053:00:00"
PK-GAQ,ATR72-600,"1398",NB,AIRFRAME,,2020-03-06 09:58:22,2020-02-01 00:00:00,2020-02-29 00:00:00,0,"000:00:00"
PK-GAQ,ATR72-600,"1398",NB,ENGINE,Pos 1,2020-03-06 09:58:22,2020-02-01 00:00:00,2020-02-29 00:00:00,0,"000:00:00"
PK-GAQ,ATR72-600,"1398",NB,ENGINE,Pos 2,2020-03-06 09:58:22,2020-02-01 00:00:00,2020-02-29 00:00:00,0,"000:00:00"
PK-GAQ,ATR72-600,"1398",NB,LG,,2020-03-06 09:58:22,2020-02-01 00:00:00,2020-02-29 00:00:00,0,"000:00:00"
PK-GAQ,ATR72-600,"1398",NB,PROPELLER,,2020-03-06 09:58:22,2020-02-01 00:00:00,2020-02-29 00:00:00,0,"000:00:00"
PK-GFR,B737-800NG,"39417",NB,AIRFRAME,,2020-03-09 10:54:54,2020-02-01 00:00:00,2020-02-29 00:00:00,91,"197:40:00"
PK-GFR,B737-800NG,"39417",NB,ENGINE,Pos 1,2020-03-09 10:54:54,2020-02-01 00:00:00,2020-02-29 00:00:00,121,"197:04:00"
PK-GFR,B737-800NG,"39417",NB,ENGINE,Pos 2,2020-03-09 10:54:54,2020-02-01 00:00:00,2020-02-29 00:00:00,150,"177:51:00"
PK-GFR,B737-800NG,"39417",NB,APU,,2020-03-09 10:54:54,2020-02-01 00:00:00,2020-02-29 00:00:00,0,"000:00:00"
